step,action_type,reward_breakdown
2446,back,"{'empty_display': 0, 'empty_groupings': 0, 'same_display_seen_already': 0, 'back': 0, 'diversity': 1.6, 'interestingness': 2.180467072425644, 'kl_distance': 2.180467072425644, 'compaction_gain': 0, 'humanity': 0.0, 'rules_based_humanity': 0.0, 'human_sessions_similarity': 0, 'coherency_score': 0, 'readability_score': 0, 'diversity_components': {'display_distance': 0.2, 'action_novelty': 1.0}, 'interestingness_components': {'kl_divergence': 0, 'compaction_gain': 0, 'information_gain': 0}}"
2447,filter,"{'empty_display': 0, 'empty_groupings': 0, 'same_display_seen_already': 0, 'back': 0, 'diversity': 1.6, 'interestingness': 0.11019670834680997, 'kl_distance': 0.11019670834680997, 'compaction_gain': 0, 'humanity': 0.0, 'rules_based_humanity': 0.0, 'human_sessions_similarity': 0, 'coherency_score': 0, 'readability_score': 0, 'diversity_components': {'display_distance': 0.2, 'action_novelty': 1.0}, 'interestingness_components': {'kl_divergence': 0, 'compaction_gain': 0, 'information_gain': 0}}"
2448,unknown,"{'empty_display': 0, 'empty_groupings': 0, 'same_display_seen_already': 0, 'back': 0, 'diversity': 1.6, 'interestingness': 0, 'kl_distance': 0, 'compaction_gain': 0, 'humanity': 0.0, 'rules_based_humanity': 0.0, 'human_sessions_similarity': 0, 'coherency_score': 0, 'readability_score': 0, 'diversity_components': {'display_distance': 0.2, 'action_novelty': 1.0}, 'interestingness_components': {'kl_divergence': 0, 'compaction_gain': 0, 'information_gain': 0}}"
2449,filter,"{'empty_display': 0, 'empty_groupings': 0, 'same_display_seen_already': 0, 'back': 0, 'diversity': 1.6, 'interestingness': 1.78794012596828, 'kl_distance': 1.78794012596828, 'compaction_gain': 0, 'humanity': 0.0, 'rules_based_humanity': 0.0, 'human_sessions_similarity': 0, 'coherency_score': 0, 'readability_score': 0, 'diversity_components': {'display_distance': 0.2, 'action_novelty': 1.0}, 'interestingness_components': {'kl_divergence': 0, 'compaction_gain': 0, 'information_gain': 0}}"
2450,back,"{'empty_display': 0, 'empty_groupings': 0, 'same_display_seen_already': 0, 'back': 0, 'diversity': 1.6, 'interestingness': 0, 'kl_distance': 0, 'compaction_gain': 0, 'humanity': 0.0, 'rules_based_humanity': 0.0, 'human_sessions_similarity': 0, 'coherency_score': 0, 'readability_score': 0, 'diversity_components': {'display_distance': 0.2, 'action_novelty': 1.0}, 'interestingness_components': {'kl_divergence': 0, 'compaction_gain': 0, 'information_gain': 0}}"
2451,group,"{'empty_display': 0, 'empty_groupings': 0, 'same_display_seen_already': 0, 'back': 0, 'diversity': 1.6, 'interestingness': 0, 'kl_distance': 0, 'compaction_gain': -2.0, 'humanity': 0.45, 'rules_based_humanity': 0.45, 'human_sessions_similarity': 0, 'coherency_score': 0, 'readability_score': 0, 'diversity_components': {'display_distance': 0.2, 'action_novelty': 1.0}, 'interestingness_components': {'kl_divergence': 0, 'compaction_gain': 0, 'information_gain': 0}}"
2452,filter,"{'empty_display': 0, 'empty_groupings': 0, 'same_display_seen_already': 0, 'back': 0, 'diversity': 1.6, 'interestingness': 0.0680953563525721, 'kl_distance': 0, 'compaction_gain': 0.0680953563525721, 'humanity': 0.0, 'rules_based_humanity': 0.0, 'human_sessions_similarity': 0, 'coherency_score': 0, 'readability_score': 0, 'diversity_components': {'display_distance': 0.2, 'action_novelty': 1.0}, 'interestingness_components': {'kl_divergence': 0, 'compaction_gain': 0, 'information_gain': 0}}"
2453,back,"{'empty_display': 0, 'empty_groupings': 0, 'same_display_seen_already': -0.9, 'back': 0, 'diversity': 1.6, 'interestingness': 0, 'kl_distance': 0, 'compaction_gain': 0, 'humanity': 0.0, 'rules_based_humanity': 0.0, 'human_sessions_similarity': 0, 'coherency_score': 0, 'readability_score': 0, 'diversity_components': {'display_distance': 0.2, 'action_novelty': 1.0}, 'interestingness_components': {'kl_divergence': 0, 'compaction_gain': 0, 'information_gain': 0}}"
2454,back,"{'empty_display': 0, 'empty_groupings': -1.8, 'same_display_seen_already': 0, 'back': 0, 'diversity': 1.6, 'interestingness': -1.8, 'kl_distance': 0, 'compaction_gain': 0, 'humanity': 0.0, 'rules_based_humanity': 0.0, 'human_sessions_similarity': 0, 'coherency_score': 0, 'readability_score': 0, 'diversity_components': {'display_distance': 0.2, 'action_novelty': 1.0}, 'interestingness_components': {'kl_divergence': 0, 'compaction_gain': 0, 'information_gain': 0}}"
2455,filter,"{'empty_display': 0, 'empty_groupings': -1.8, 'same_display_seen_already': 0, 'back': 0, 'diversity': 1.6, 'interestingness': -1.8, 'kl_distance': 0, 'compaction_gain': 0, 'humanity': 0.0, 'rules_based_humanity': 0.0, 'human_sessions_similarity': 0, 'coherency_score': 0, 'readability_score': 0, 'diversity_components': {'display_distance': 0.2, 'action_novelty': 1.0}, 'interestingness_components': {'kl_divergence': 0, 'compaction_gain': 0, 'information_gain': 0}}"
2456,back,"{'empty_display': 0, 'empty_groupings': 0, 'same_display_seen_already': -0.9, 'back': 0, 'diversity': 1.6, 'interestingness': 0, 'kl_distance': 0, 'compaction_gain': 0, 'humanity': 0.0, 'rules_based_humanity': 0.0, 'human_sessions_similarity': 0, 'coherency_score': 0, 'readability_score': 0, 'diversity_components': {'display_distance': 0.2, 'action_novelty': 1.0}, 'interestingness_components': {'kl_divergence': 0, 'compaction_gain': 0, 'information_gain': 0}}"
2457,filter,"{'empty_display': 0, 'empty_groupings': 0, 'same_display_seen_already': 0, 'back': 0, 'diversity': 1.6, 'interestingness': 0.4626989134141685, 'kl_distance': 0, 'compaction_gain': 0.4626989134141685, 'humanity': 0.0, 'rules_based_humanity': 0.0, 'human_sessions_similarity': 0, 'coherency_score': 0, 'readability_score': 0, 'diversity_components': {'display_distance': 0.2, 'action_novelty': 1.0}, 'interestingness_components': {'kl_divergence': 0, 'compaction_gain': 0, 'information_gain': 0}}"
2458,group,"{'empty_display': 0, 'empty_groupings': 0, 'same_display_seen_already': 0, 'back': 0, 'diversity': 1.6, 'interestingness': 0.0816032402354964, 'kl_distance': 0, 'compaction_gain': 0.0816032402354964, 'humanity': 0.0, 'rules_based_humanity': 0.0, 'human_sessions_similarity': 0, 'coherency_score': 0, 'readability_score': 0, 'diversity_components': {'display_distance': 0.2, 'action_novelty': 1.0}, 'interestingness_components': {'kl_divergence': 0, 'compaction_gain': 0, 'information_gain': 0}}"
2459,back,"{'empty_display': 0, 'empty_groupings': 0, 'same_display_seen_already': 0, 'back': 0, 'diversity': 1.6, 'interestingness': 0.5524041368225224, 'kl_distance': 0.5524041368225224, 'compaction_gain': 0, 'humanity': 0.0, 'rules_based_humanity': 0.0, 'human_sessions_similarity': 0, 'coherency_score': 0, 'readability_score': 0, 'diversity_components': {'display_distance': 0.2, 'action_novelty': 1.0}, 'interestingness_components': {'kl_divergence': 0, 'compaction_gain': 0, 'information_gain': 0}}"
2460,filter,"{'empty_display': 0, 'empty_groupings': 0, 'same_display_seen_already': 0, 'back': 0, 'diversity': 1.6, 'interestingness': 0.083174611014806, 'kl_distance': 0, 'compaction_gain': 0.083174611014806, 'humanity': 0.45, 'rules_based_humanity': 0.45, 'human_sessions_similarity': 0, 'coherency_score': 0, 'readability_score': 0, 'diversity_components': {'display_distance': 0.2, 'action_novelty': 1.0}, 'interestingness_components': {'kl_divergence': 0, 'compaction_gain': 0, 'information_gain': 0}}"
2461,back,"{'empty_display': 0, 'empty_groupings': 0, 'same_display_seen_already': 0, 'back': 0, 'diversity': 1.6, 'interestingness': 0, 'kl_distance': 0, 'compaction_gain': 0, 'humanity': 0.0, 'rules_based_humanity': 0.0, 'human_sessions_similarity': 0, 'coherency_score': 0, 'readability_score': 0, 'diversity_components': {'display_distance': 0.2, 'action_novelty': 1.0}, 'interestingness_components': {'kl_divergence': 0, 'compaction_gain': 0, 'information_gain': 0}}"
2462,back,"{'empty_display': 0, 'empty_groupings': 0, 'same_display_seen_already': 0, 'back': 0, 'diversity': 1.6, 'interestingness': 0, 'kl_distance': 0, 'compaction_gain': 0, 'humanity': 0.0, 'rules_based_humanity': 0.0, 'human_sessions_similarity': 0, 'coherency_score': 0, 'readability_score': 0, 'diversity_components': {'display_distance': 0.2, 'action_novelty': 1.0}, 'interestingness_components': {'kl_divergence': 0, 'compaction_gain': 0, 'information_gain': 0}}"
2463,back,"{'empty_display': 0, 'empty_groupings': 0, 'same_display_seen_already': 0, 'back': 0, 'diversity': 1.6, 'interestingness': 0.5515517782536564, 'kl_distance': 0.5515517782536564, 'compaction_gain': 0, 'humanity': 0.0, 'rules_based_humanity': 0.0, 'human_sessions_similarity': 0, 'coherency_score': 0, 'readability_score': 0, 'diversity_components': {'display_distance': 0.2, 'action_novelty': 1.0}, 'interestingness_components': {'kl_divergence': 0, 'compaction_gain': 0, 'information_gain': 0}}"
2464,back,"{'empty_display': -2.25, 'empty_groupings': 0, 'same_display_seen_already': 0, 'back': 0, 'diversity': 1.6, 'interestingness': -2.25, 'kl_distance': 0, 'compaction_gain': 0, 'humanity': 0.0, 'rules_based_humanity': 0.0, 'human_sessions_similarity': 0, 'coherency_score': 0, 'readability_score': 0, 'diversity_components': {'display_distance': 0.2, 'action_novelty': 1.0}, 'interestingness_components': {'kl_divergence': 0, 'compaction_gain': 0, 'information_gain': 0}}"
2465,group,"{'empty_display': -2.25, 'empty_groupings': 0, 'same_display_seen_already': 0, 'back': 0, 'diversity': 1.6, 'interestingness': -2.25, 'kl_distance': 0, 'compaction_gain': 0, 'humanity': 0.0, 'rules_based_humanity': 0.0, 'human_sessions_similarity': 0, 'coherency_score': 0, 'readability_score': 0, 'diversity_components': {'display_distance': 0.2, 'action_novelty': 1.0}, 'interestingness_components': {'kl_divergence': 0, 'compaction_gain': 0, 'information_gain': 0}}"
2466,group,"{'empty_display': -2.25, 'empty_groupings': 0, 'same_display_seen_already': 0, 'back': 0, 'diversity': 1.6, 'interestingness': -2.25, 'kl_distance': 0, 'compaction_gain': 0, 'humanity': 0.0, 'rules_based_humanity': 0.0, 'human_sessions_similarity': 0, 'coherency_score': 0, 'readability_score': 0, 'diversity_components': {'display_distance': 0.2, 'action_novelty': 1.0}, 'interestingness_components': {'kl_divergence': 0, 'compaction_gain': 0, 'information_gain': 0}}"
2467,group,"{'empty_display': -2.25, 'empty_groupings': 0, 'same_display_seen_already': 0, 'back': 0, 'diversity': 1.6, 'interestingness': -2.25, 'kl_distance': 0, 'compaction_gain': 0, 'humanity': 0.0, 'rules_based_humanity': 0.0, 'human_sessions_similarity': 0, 'coherency_score': 0, 'readability_score': 0, 'diversity_components': {'display_distance': 0.2, 'action_novelty': 1.0}, 'interestingness_components': {'kl_divergence': 0, 'compaction_gain': 0, 'information_gain': 0}}"
2468,filter,"{'empty_display': 0, 'empty_groupings': 0, 'same_display_seen_already': -0.9, 'back': 0, 'diversity': 1.6, 'interestingness': 0, 'kl_distance': 0, 'compaction_gain': 0, 'humanity': 0.0, 'rules_based_humanity': 0.0, 'human_sessions_similarity': 0, 'coherency_score': 0, 'readability_score': 0, 'diversity_components': {'display_distance': 0.2, 'action_novelty': 1.0}, 'interestingness_components': {'kl_divergence': 0, 'compaction_gain': 0, 'information_gain': 0}}"
2469,back,"{'empty_display': 0, 'empty_groupings': 0, 'same_display_seen_already': -0.9, 'back': 0, 'diversity': 1.6, 'interestingness': 0, 'kl_distance': 0, 'compaction_gain': 0, 'humanity': 0.0, 'rules_based_humanity': 0.0, 'human_sessions_similarity': 0, 'coherency_score': 0, 'readability_score': 0, 'diversity_components': {'display_distance': 0.2, 'action_novelty': 1.0}, 'interestingness_components': {'kl_divergence': 0, 'compaction_gain': 0, 'information_gain': 0}}"
2470,group,"{'empty_display': 0, 'empty_groupings': 0, 'same_display_seen_already': 0, 'back': 0, 'diversity': 1.6, 'interestingness': 0.2940132320846069, 'kl_distance': 0, 'compaction_gain': 0.2940132320846069, 'humanity': 0.0, 'rules_based_humanity': 0.0, 'human_sessions_similarity': 0, 'coherency_score': 0, 'readability_score': 0, 'diversity_components': {'display_distance': 0.2, 'action_novelty': 1.0}, 'interestingness_components': {'kl_divergence': 0, 'compaction_gain': 0, 'information_gain': 0}}"
2471,filter,"{'empty_display': 0, 'empty_groupings': 0, 'same_display_seen_already': 0, 'back': 0, 'diversity': 1.6, 'interestingness': 0.056991360362968174, 'kl_distance': 0, 'compaction_gain': 0.056991360362968174, 'humanity': 0.0, 'rules_based_humanity': 0.0, 'human_sessions_similarity': 0, 'coherency_score': 0, 'readability_score': 0, 'diversity_components': {'display_distance': 0.2, 'action_novelty': 1.0}, 'interestingness_components': {'kl_divergence': 0, 'compaction_gain': 0, 'information_gain': 0}}"
2472,group,"{'empty_display': 0, 'empty_groupings': 0, 'same_display_seen_already': -0.9, 'back': 0, 'diversity': 1.6, 'interestingness': 0, 'kl_distance': 0, 'compaction_gain': 0, 'humanity': 0.0, 'rules_based_humanity': 0.0, 'human_sessions_similarity': 0, 'coherency_score': 0, 'readability_score': 0, 'diversity_components': {'display_distance': 0.2, 'action_novelty': 1.0}, 'interestingness_components': {'kl_divergence': 0, 'compaction_gain': 0, 'information_gain': 0}}"
2473,group,"{'empty_display': 0, 'empty_groupings': 0, 'same_display_seen_already': 0, 'back': 0, 'diversity': 1.6, 'interestingness': 0.03882458548829861, 'kl_distance': 0, 'compaction_gain': 0.03882458548829861, 'humanity': 0.0, 'rules_based_humanity': 0.0, 'human_sessions_similarity': 0, 'coherency_score': 0, 'readability_score': 0, 'diversity_components': {'display_distance': 0.2, 'action_novelty': 1.0}, 'interestingness_components': {'kl_divergence': 0, 'compaction_gain': 0, 'information_gain': 0}}"
2474,back,"{'empty_display': 0, 'empty_groupings': 0, 'same_display_seen_already': 0, 'back': 0, 'diversity': 1.6, 'interestingness': 0.16433597837506023, 'kl_distance': 0.16433597837506023, 'compaction_gain': 0, 'humanity': 0.0, 'rules_based_humanity': 0.0, 'human_sessions_similarity': 0, 'coherency_score': 0, 'readability_score': 0, 'diversity_components': {'display_distance': 0.2, 'action_novelty': 1.0}, 'interestingness_components': {'kl_divergence': 0, 'compaction_gain': 0, 'information_gain': 0}}"
2475,back,"{'empty_display': 0, 'empty_groupings': 0, 'same_display_seen_already': 0, 'back': 0, 'diversity': 1.6, 'interestingness': 0.10676083855411962, 'kl_distance': 0.10676083855411962, 'compaction_gain': 0, 'humanity': 0.0, 'rules_based_humanity': 0.0, 'human_sessions_similarity': 0, 'coherency_score': 0, 'readability_score': 0, 'diversity_components': {'display_distance': 0.2, 'action_novelty': 1.0}, 'interestingness_components': {'kl_divergence': 0, 'compaction_gain': 0, 'information_gain': 0}}"
2476,back,"{'empty_display': 0, 'empty_groupings': 0, 'same_display_seen_already': -0.9, 'back': 0, 'diversity': 1.6, 'interestingness': 0, 'kl_distance': 0, 'compaction_gain': 0, 'humanity': 0.0, 'rules_based_humanity': 0.0, 'human_sessions_similarity': 0, 'coherency_score': 0, 'readability_score': 0, 'diversity_components': {'display_distance': 0.2, 'action_novelty': 1.0}, 'interestingness_components': {'kl_divergence': 0, 'compaction_gain': 0, 'information_gain': 0}}"
2477,back,"{'empty_display': 0, 'empty_groupings': 0, 'same_display_seen_already': 0, 'back': 0, 'diversity': 1.6, 'interestingness': 0, 'kl_distance': 0, 'compaction_gain': 0, 'humanity': 0.0, 'rules_based_humanity': 0.0, 'human_sessions_similarity': 0, 'coherency_score': 0, 'readability_score': 0, 'diversity_components': {'display_distance': 0.2, 'action_novelty': 1.0}, 'interestingness_components': {'kl_divergence': 0, 'compaction_gain': 0, 'information_gain': 0}}"
2478,filter,"{'empty_display': 0, 'empty_groupings': 0, 'same_display_seen_already': -0.9, 'back': 0, 'diversity': 1.6, 'interestingness': 0, 'kl_distance': 0, 'compaction_gain': 0, 'humanity': 0.0, 'rules_based_humanity': 0.0, 'human_sessions_similarity': 0, 'coherency_score': 0, 'readability_score': 0, 'diversity_components': {'display_distance': 0.2, 'action_novelty': 1.0}, 'interestingness_components': {'kl_divergence': 0, 'compaction_gain': 0, 'information_gain': 0}}"
2479,unknown,"{'empty_display': 0, 'empty_groupings': 0, 'same_display_seen_already': 0, 'back': 0, 'diversity': 1.6, 'interestingness': 0, 'kl_distance': 0, 'compaction_gain': 0, 'humanity': 0.0, 'rules_based_humanity': 0.0, 'human_sessions_similarity': 0, 'coherency_score': 0, 'readability_score': 0, 'diversity_components': {'display_distance': 0.2, 'action_novelty': 1.0}, 'interestingness_components': {'kl_divergence': 0, 'compaction_gain': 0, 'information_gain': 0}}"
2480,filter,"{'empty_display': 0, 'empty_groupings': 0, 'same_display_seen_already': -0.9, 'back': 0, 'diversity': 1.6, 'interestingness': 0, 'kl_distance': 0, 'compaction_gain': 0, 'humanity': 0.0, 'rules_based_humanity': 0.0, 'human_sessions_similarity': 0, 'coherency_score': 0, 'readability_score': 0, 'diversity_components': {'display_distance': 0.2, 'action_novelty': 1.0}, 'interestingness_components': {'kl_divergence': 0, 'compaction_gain': 0, 'information_gain': 0}}"
